indicator_data_id,indicator_id,name,Measure,geo_type_name,geo_entity_id,geo_entity_name,year_description,data_valuemessage
130368,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,207,East Flatbush - Flatbush,2005-2007,54.9
130369,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,208,Canarsie - Flatlands,2005-2007,61.1
130369,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,208,Canarsie - Flatlands,2005-2007,61.1
130370,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,209,Bensonhurst - Bay Ridge,2005-2007,73.4
130370,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,209,Bensonhurst - Bay Ridge,2005-2007,73.4
130371,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,210,Coney Island - Sheepshead Bay,2005-2007,83.3
130371,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,210,Coney Island - Sheepshead Bay,2005-2007,83.3
130372,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,211,Williamsburg - Bushwick,2005-2007,72.2
130372,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,211,Williamsburg - Bushwick,2005-2007,72.2
130373,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,301,Washington Heights,2005-2007,60.5
130373,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,301,Washington Heights,2005-2007,60.5
130374,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,302,Central Harlem - Morningside Heights,2005-2007,105.2
130374,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,302,Central Harlem - Morningside Heights,2005-2007,105.2
130375,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,303,East Harlem,2005-2007,100.5
130375,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,303,East Harlem,2005-2007,100.5
130376,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,304,Upper West Side,2005-2007,59.5
130376,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,304,Upper West Side,2005-2007,59.5
130377,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,305,Upper East Side,2005-2007,55.3
130377,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,305,Upper East Side,2005-2007,55.3
130378,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,306,Chelsea - Clinton,2005-2007,57.5
130378,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,306,Chelsea - Clinton,2005-2007,57.5
130379,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,307,Gramercy Park - Murray Hill,2005-2007,52.7
130379,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,307,Gramercy Park - Murray Hill,2005-2007,52.7
130380,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,308,Greenwich Village - SoHo,2005-2007,45.4
130380,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,308,Greenwich Village - SoHo,2005-2007,45.4
130381,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,309,Union Square - Lower East Side,2005-2007,66.9
130381,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,309,Union Square - Lower East Side,2005-2007,66.9
130382,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,310,Lower Manhattan,2005-2007,59.5
130382,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,310,Lower Manhattan,2005-2007,59.5
130383,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,401,Long Island City - Astoria,2005-2007,55.3
130383,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,401,Long Island City - Astoria,2005-2007,55.3
130384,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,402,West Queens,2005-2007,44.6
130384,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,402,West Queens,2005-2007,44.6
130385,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,403,Flushing - Clearview,2005-2007,54.5
130385,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,403,Flushing - Clearview,2005-2007,54.5
130386,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,404,Bayside - Little Neck,2005-2007,48.9
130386,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,404,Bayside - Little Neck,2005-2007,48.9
130387,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,405,Ridgewood - Forest Hills,2005-2007,72
130387,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,405,Ridgewood - Forest Hills,2005-2007,72
130388,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,406,Fresh Meadows,2005-2007,52
130388,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,406,Fresh Meadows,2005-2007,52
130389,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,407,Southwest Queens,2005-2007,49
130389,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,407,Southwest Queens,2005-2007,49
130390,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,408,Jamaica,2005-2007,58.2
130390,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,408,Jamaica,2005-2007,58.2
130391,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,409,Southeast Queens,2005-2007,43
130391,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,409,Southeast Queens,2005-2007,43
130392,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,410,Rockaways,2005-2007,101.1
130392,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,410,Rockaways,2005-2007,101.1
130393,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,501,Port Richmond,2005-2007,65.6
130393,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,501,Port Richmond,2005-2007,65.6
130394,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,502,Stapleton - St. George,2005-2007,80.3
130394,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,502,Stapleton - St. George,2005-2007,80.3
130395,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,503,Willowbrook,2005-2007,73.8
130395,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,503,Willowbrook,2005-2007,73.8
130396,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,504,South Beach - Tottenville,2005-2007,65
130396,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,504,South Beach - Tottenville,2005-2007,65
131555,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,101,Kingsbridge - Riverdale,2009-2011,77.6
131555,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,101,Kingsbridge - Riverdale,2009-2011,77.6
131556,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,102,Northeast Bronx,2009-2011,57
131556,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,102,Northeast Bronx,2009-2011,57
131557,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,103,Fordham - Bronx Pk,2009-2011,49.6
131557,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,103,Fordham - Bronx Pk,2009-2011,49.6
131558,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,104,Pelham - Throgs Neck,2009-2011,54.5
131558,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,104,Pelham - Throgs Neck,2009-2011,54.5
131559,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,105,Crotona -Tremont,2009-2011,47.4
131559,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,105,Crotona -Tremont,2009-2011,47.4
131560,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,106,High Bridge - Morrisania,2009-2011,55.8
131560,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,106,High Bridge - Morrisania,2009-2011,55.8
131561,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,107,Hunts Point - Mott Haven,2009-2011,58.8
131561,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,107,Hunts Point - Mott Haven,2009-2011,58.8
131562,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,201,Greenpoint,2009-2011,45.6
131562,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,201,Greenpoint,2009-2011,45.6
131563,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,202,Downtown - Heights - Slope,2009-2011,40.5
131563,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,202,Downtown - Heights - Slope,2009-2011,40.5
131564,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,55.9
131564,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,55.9
131565,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,204,East New York,2009-2011,45.9
131565,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,204,East New York,2009-2011,45.9
131566,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,205,Sunset Park,2009-2011,38.7
131566,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,205,Sunset Park,2009-2011,38.7
131567,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,206,Borough Park,2009-2011,50.3
131567,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,206,Borough Park,2009-2011,50.3
131568,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,207,East Flatbush - Flatbush,2009-2011,43.2
131568,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,207,East Flatbush - Flatbush,2009-2011,43.2
131569,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,208,Canarsie - Flatlands,2009-2011,49.7
131569,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,208,Canarsie - Flatlands,2009-2011,49.7
131570,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,209,Bensonhurst - Bay Ridge,2009-2011,53.6
131570,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,209,Bensonhurst - Bay Ridge,2009-2011,53.6
131571,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,210,Coney Island - Sheepshead Bay,2009-2011,63.4
131571,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,210,Coney Island - Sheepshead Bay,2009-2011,63.4
131572,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,211,Williamsburg - Bushwick,2009-2011,50
131572,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,211,Williamsburg - Bushwick,2009-2011,50
131573,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,301,Washington Heights,2009-2011,46
131573,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,301,Washington Heights,2009-2011,46
131574,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,302,Central Harlem - Morningside Heights,2009-2011,63.6
131574,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,302,Central Harlem - Morningside Heights,2009-2011,63.6
131575,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,303,East Harlem,2009-2011,69.9
131575,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,303,East Harlem,2009-2011,69.9
131576,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,304,Upper West Side,2009-2011,48.9
131576,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,304,Upper West Side,2009-2011,48.9
131577,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,305,Upper East Side,2009-2011,45.3
131577,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,305,Upper East Side,2009-2011,45.3
131578,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,306,Chelsea - Clinton,2009-2011,39.7
131578,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,306,Chelsea - Clinton,2009-2011,39.7
131579,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,307,Gramercy Park - Murray Hill,2009-2011,47.9
131579,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,307,Gramercy Park - Murray Hill,2009-2011,47.9
131580,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,308,Greenwich Village - SoHo,2009-2011,41
131580,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,308,Greenwich Village - SoHo,2009-2011,41
131581,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,309,Union Square - Lower East Side,2009-2011,58.8
131581,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,309,Union Square - Lower East Side,2009-2011,58.8
131582,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,310,Lower Manhattan,2009-2011,36.4
131582,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,310,Lower Manhattan,2009-2011,36.4
131583,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,401,Long Island City - Astoria,2009-2011,39.8
131583,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,401,Long Island City - Astoria,2009-2011,39.8
131584,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,402,West Queens,2009-2011,33.2
131584,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,402,West Queens,2009-2011,33.2
131585,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,403,Flushing - Clearview,2009-2011,43.6
131585,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,403,Flushing - Clearview,2009-2011,43.6
131586,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,404,Bayside - Little Neck,2009-2011,34.5
131586,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,404,Bayside - Little Neck,2009-2011,34.5
131587,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,405,Ridgewood - Forest Hills,2009-2011,45.7
131587,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,405,Ridgewood - Forest Hills,2009-2011,45.7
131588,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,406,Fresh Meadows,2009-2011,43.4
131588,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,406,Fresh Meadows,2009-2011,43.4
131589,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,407,Southwest Queens,2009-2011,37.1
131589,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,407,Southwest Queens,2009-2011,37.1
131590,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,408,Jamaica,2009-2011,42.7
131590,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,408,Jamaica,2009-2011,42.7
131591,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,409,Southeast Queens,2009-2011,34.4
131591,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,409,Southeast Queens,2009-2011,34.4
131592,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,410,Rockaways,2009-2011,69.8
131592,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,410,Rockaways,2009-2011,69.8
131593,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,501,Port Richmond,2009-2011,49.1
131593,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,501,Port Richmond,2009-2011,49.1
131594,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,502,Stapleton - St. George,2009-2011,54.3
131594,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,502,Stapleton - St. George,2009-2011,54.3
131595,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,503,Willowbrook,2009-2011,58.3
131595,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,503,Willowbrook,2009-2011,58.3
131596,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,504,South Beach - Tottenville,2009-2011,48
131596,639,PM2.5-Attributable Deaths ,Rate - Adults 30 Yrs and Older,UHF42,504,South Beach - Tottenville,2009-2011,48
