1837, 284.142
1838, 284.348
1839, 284.560
1840, 284.775
1841, 284.992
1842, 285.207
1843, 285.419
1844, 285.625
1845, 285.823
1846, 286.013
1847, 286.195
1848, 286.364
1849, 286.514
1850, 286.639
1851, 286.738
1852, 286.808
1853, 286.848
1854, 286.861
1855, 286.851
1856, 286.823
1857, 286.784
1858, 286.738
1859, 286.691
1860, 286.648
1861, 286.613
1862, 286.592
1863, 286.589
1864, 286.608
1865, 286.654
1866, 286.727
1867, 286.828
1868, 286.955
1869, 287.104
1870, 287.270
1871, 287.449
1872, 287.636
1873, 287.828
1874, 288.022
1875, 288.212
1876, 288.402
1877, 288.593
1878, 288.789
1879, 288.994
1880, 289.210
1881, 289.440
1882, 289.688
1883, 289.956
1884, 290.248
1885, 290.567
1886, 290.912
1887, 291.278
1888, 291.662
1889, 292.058
1890, 292.464
1891, 292.872
1892, 293.278
1893, 293.677
1894, 294.063
1895, 294.432
1896, 294.776
1897, 295.093
1898, 295.387
1899, 295.663
1900, 295.929
1901, 296.192
1902, 296.460
1903, 296.741
1904, 297.039
1905, 297.356
1906, 297.690
1907, 298.039
1908, 298.399
1909, 298.767
1910, 299.140
1911, 299.520
1912, 299.911
1913, 300.312
1914, 300.722
1915, 301.139
1916, 301.559
1917, 301.980
1918, 302.397
1919, 302.809
1920, 303.212
1921, 303.608
1922, 303.999
1923, 304.386
1924, 304.771
1925, 305.152
1926, 305.529
1927, 305.902
1928, 306.269
1929, 306.631
1930, 306.987
1931, 307.338
1932, 307.686
1933, 308.029
1934, 308.370
1935, 308.705
1936, 309.031
1937, 309.343
1938, 309.636
1939, 309.903
1940, 310.140
1941, 310.344
1942, 310.519
1943, 310.670
1944, 310.805
1945, 310.933
1946, 311.063
1947, 311.203
1948, 311.361
1949, 311.543
1950, 311.753
1951, 311.993
1952, 312.267
1953, 312.581
1954, 312.938
1955, 313.341
1956, 313.790
1957, 314.283
1958, 314.819
1959, 315.398
1960, 316.017
1961, 316.673
1962, 317.365
1963, 318.093
1964, 318.858
1965, 319.661
1966, 320.506
1967, 321.393
1968, 322.323
1969, 323.296
1970, 324.313
1971, 325.373
1972, 326.475
1973, 327.621
1974, 328.809
1975, 330.037
1976, 331.307
1977, 332.616
1978, 333.963
1979, 335.344
1980, 336.753
1981, 338.186
1982, 339.639
1983, 341.107
1984, 342.587
1985, 344.077
1986, 345.572
1987, 347.071
1988, 348.570
1989, 350.067
1990, 351.562
1991, 353.056
1992, 354.555
1993, 356.068
1994, 357.603
1995, 359.166
1996, 360.765
1997, 362.400
1998, 364.076
1999, 365.791
2000, 367.545
2001, 369.339
2002, 371.172
2003, 373.045
2004, 374.954
2005, 376.898
2006, 378.876
2007, 380.886
2008, 382.928
2009, 385.003
2010, 387.112
2011, 389.256
2012, 391.433
2013, 393.642
2014, 395.877
2015, 398.134
2016, 400.405
2017, 402.685
2018, 404.967
